seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,round,agent_id,is_poisoned,reputation_share,optimization_before,marginal_contribution,positive_contribution,contribution_share,optimization_after
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,0,15,True,3.697449648706734e-05,0.2,0.041939073801040644,0.041939073801040644,0.23520731095522956,0.2176036554776148
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,0,1,False,0.14984511474643689,0.2,0.01677131950855255,0.01677131950855255,0.0964591635747378,0.1482295817873689
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,0,2,False,0.4737265966771876,0.2,0.05159800499677658,0.05159800499677658,0.28845635310294315,0.24422817655147158
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,0,3,False,0.231964695539853,0.2,0.03315258622169495,0.03315258622169495,0.18676799215673873,0.19338399607836937
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,0,4,False,0.14442661854003544,0.2,0.034302824735641474,0.034302824735641474,0.1931091802103508,0.1965545901051754
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,1,15,True,3.697449648706734e-05,0.2176036554776148,0.04193466007709503,0.04193466007709503,0.23521168233560596,0.22640766890661038
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,1,1,False,0.14984511474643689,0.1482295817873689,0.016766905784606934,0.016766905784606934,0.09644630782494532,0.1223379448061571
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,1,2,False,0.4737265966771876,0.24422817655147158,0.05159359127283096,0.05159359127283096,0.2884673359458707,0.26634775624867113
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,1,3,False,0.231964695539853,0.19338399607836937,0.03314817249774933,0.03314817249774933,0.18676634925536803,0.19007517266686869
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,1,4,False,0.14442661854003544,0.1965545901051754,0.03429841101169586,0.03429841101169586,0.19310832463821004,0.19483145737169272
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,2,15,True,3.697449648706734e-05,0.22640766890661038,0.04193409904837608,0.04193409904837608,0.2352122380597915,0.23080995348320094
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,2,1,False,0.14984511474643689,0.1223379448061571,0.016766344755887987,0.016766344755887987,0.09644467350112372,0.10939130915364041
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,2,2,False,0.4737265966771876,0.26634775624867113,0.05159303024411201,0.05159303024411201,0.2884687321710707,0.2774082442098709
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,2,3,False,0.231964695539853,0.19007517266686869,0.033147611469030384,0.033147611469030384,0.18676614039685024,0.18842065653185947
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,2,4,False,0.14442661854003544,0.19483145737169272,0.03429784998297691,0.03429784998297691,0.1931082158711639,0.1939698366214283
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,3,15,True,3.697449648706734e-05,0.23080995348320094,0.04173909276723861,0.04173909276723861,0.2354064691057093,0.23310821129445514
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,3,1,False,0.14984511474643689,0.10939130915364041,0.016571338474750518,0.016571338474750518,0.09587346131795922,0.10263238523579982
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,3,2,False,0.4737265966771876,0.2774082442098709,0.05139802396297455,0.05139802396297455,0.28895672655391674,0.28318248538189383
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,3,3,False,0.231964695539853,0.18842065653185947,0.03295260518789292,0.03295260518789292,0.1866931422992035,0.1875568994155315
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,3,4,False,0.14442661854003544,0.1939698366214283,0.03410284370183944,0.03410284370183944,0.19307020072321132,0.19352001867231983
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,4,15,True,3.697449648706734e-05,0.23310821129445514,0.04180669859051704,0.04180669859051704,0.23533888984641288,0.23422355057043395
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,4,1,False,0.14984511474643689,0.10263238523579982,0.016638944298028945,0.016638944298028945,0.0960722045006308,0.09935229486821529
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,4,2,False,0.4737265966771876,0.28318248538189383,0.05146562978625297,0.05146562978625297,0.2887869375339498,0.28598471145792176
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,4,3,False,0.231964695539853,0.1875568994155315,0.03302021101117134,0.03302021101117134,0.18671854069700183,0.18713772005626664
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,4,4,False,0.14442661854003544,0.19352001867231983,0.03417044952511787,0.03417044952511787,0.1930834274220047,0.1933017230471622
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,5,15,True,3.697449648706734e-05,0.23422355057043395,0.04006314724683761,0.04006314724683761,0.23716849076733218,0.23495978561965852
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,5,1,False,0.14984511474643689,0.09935229486821529,0.014895392954349516,0.014895392954349516,0.0906915490476396,0.09718710841307138
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,5,2,False,0.4737265966771876,0.28598471145792176,0.04972207844257354,0.04972207844257354,0.2933837051003256,0.2878344598685228
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,5,3,False,0.231964695539853,0.18713772005626664,0.031276659667491914,0.031276659667491914,0.18603091948769032,0.1868610199141226
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,5,4,False,0.14442661854003544,0.1933017230471622,0.03242689818143844,0.03242689818143844,0.19272533559701238,0.19315762618462476
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,6,15,True,3.697449648706734e-05,0.23495978561965852,0.041660273075103754,0.041660273075103754,0.23548558488702068,0.23509123543649904
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,6,1,False,0.14984511474643689,0.09718710841307138,0.01649251878261566,0.01649251878261566,0.09564079049053263,0.0968005289324367
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,6,2,False,0.4737265966771876,0.2878344598685228,0.05131920427083969,0.05131920427083969,0.28915550042496285,0.2881647200076328
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,6,3,False,0.231964695539853,0.1868610199141226,0.03287378549575806,0.03287378549575806,0.18666340811586388,0.18681161696455792
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,6,4,False,0.14442661854003544,0.19315762618462476,0.034024024009704584,0.034024024009704584,0.19305471608162006,0.1931318986588736
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,7,15,True,3.697449648706734e-05,0.23509123543649904,0.04182163402438163,0.04182163402438163,0.2353239950572244,0.23514942534168037
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,7,1,False,0.14984511474643689,0.0968005289324367,0.01665387973189354,0.01665387973189354,0.09611600844046916,0.09662939880944482
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,7,2,False,0.4737265966771876,0.2881647200076328,0.05148056522011757,0.05148056522011757,0.28874951522886305,0.28831091881294035
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,7,3,False,0.231964695539853,0.18681161696455792,0.03303514644503594,0.03303514644503594,0.18672413862430784,0.18678974737949539
